id,host_name,host_response_time,host_is_superhost,neighbourhood,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,last_review,review_scores_rating
29516406,Heather,within an hour,t,Berkeley,Berkeley,80212,39.78005,-105.03682,Guest suite,Entire home/apt,3,1,2,2,,$60.00 ,20,4/22/19,98
29520250,Christopher,within an hour,f,Virginia Village,Virginia Village,80222,39.68496,-104.93473,House,Private room,4,1,2,2,,$90.00 ,3,4/22/19,100
29521192,Jeff,within a few hours,t,Five Points,Five Points,80205,39.754,-104.9802,Condominium,Entire home/apt,4,1,1,3,,$250.00 ,0,,
29537506,Andrew,within a day,f,Montclair,Montclair,80220,39.72823,-104.92225,House,Entire home/apt,4,2,2,2,,$86.00 ,0,,
29537798,Brittany,within an hour,t,Speer,Speer,80209,39.71334,-104.98226,Apartment,Entire home/apt,2,1,1,1,,$60.00 ,10,4/9/19,100
29540099,Mia,within an hour,f,South Park Hill,South Park Hill,80220,39.7405,-104.91195,Guest suite,Entire home/apt,6,1,2,3,,$90.00 ,35,4/21/19,93
29540672,Hostel Fish,within an hour,t,Five Points,Five Points,80202,39.75304,-104.99215,Hostel,Private room,6,2,1,6,,$220.00 ,0,,
29540755,Randle,within an hour,t,Jefferson Park,Jefferson Park,80211,39.749,-105.02491,House,Entire home/apt,16,3.5,7,9,,$687.00 ,18,4/15/19,100
29540978,Jen,within an hour,t,Cory - Merrill,Cory - Merrill,80210,39.68769,-104.94326,House,Entire home/apt,8,3,5,4,,$170.00 ,0,,
29541068,Hostel Fish,within an hour,t,Five Points,Five Points,80202,39.75386,-104.99289,Hostel,Private room,6,2,1,6,,$240.00 ,0,,
29541249,Hostel Fish,within an hour,t,Five Points,Five Points,80202,39.75242,-104.99157,Hostel,Private room,10,1.5,1,10,,$400.00 ,1,1/1/19,100
29543500,Ayman,within an hour,t,Villa Park,Villa Park,80204,39.733,-105.0378,Townhouse,Private room,1,1,1,1,,$34.00 ,11,4/21/19,100
29545460,Kyle,within an hour,t,Belcaro,Belcaro,80209,39.6975,-104.95824,Guest suite,Entire home/apt,5,1,2,3,,$100.00 ,30,4/21/19,97
29562125,Jason,within an hour,f,Ruby Hill,Ruby Hill,80223,39.68676,-105.01303,House,Private room,2,1,1,1,,$34.00 ,1,4/14/19,100
29564369,Andy,within an hour,t,Highland,Highland,80211,39.76257,-105.01821,Townhouse,Entire home/apt,4,1,1,1,,$115.00 ,20,4/22/19,100
29569151,Debbie,within an hour,f,Hampden South,Hampden South,80237,39.63838,-104.90429,Condominium,Entire home/apt,2,1,1,1,,$90.00 ,1,12/6/18,100
29588709,Greg,within an hour,t,Golden Triangle,Civic Center,80204,39.73436,-104.98963,House,Shared room,2,2,1,2,,$35.00 ,18,4/13/19,99
29588865,Greg,within an hour,t,Golden Triangle,Civic Center,80204,39.73456,-104.99098,House,Shared room,1,2,1,2,,$30.00 ,1,3/6/19,100
29606917,Tracey,within an hour,t,Cheesman Park,Cheesman Park,80218,39.7313,-104.97101,Guest suite,Entire home/apt,2,1,1,1,,$80.00 ,43,4/25/19,98
29609239,Greg,within an hour,t,Golden Triangle,Civic Center,80204,39.73253,-104.99011,House,Private room,4,2,1,4,,$50.00 ,7,4/16/19,91
29610876,Andrew,within an hour,t,Cole,Cole,80205,39.76979,-104.96265,House,Entire home/apt,4,1.5,2,2,,$110.00 ,14,2/1/19,99
29611481,Francisca,within an hour,f,Sloane Lake,Sloan Lake,80212,39.7565,-105.04842,House,Entire home/apt,4,1,2,2,,$85.00 ,9,4/22/19,100
29630293,Douglas,within a day,f,Speer,Speer,80209,39.71561,-104.98307,House,Entire home/apt,4,2,2,3,,$111.00 ,0,,
29630933,Heather,within an hour,f,Highland,Highland,80211,39.76262,-105.01878,House,Entire home/apt,4,1,2,2,,$125.00 ,12,4/21/19,98
29647064,Stephanie,within an hour,t,Highland,Highland,80211,39.76678,-105.01713,House,Entire home/apt,4,1,1,1,,$85.00 ,3,4/14/19,100
29648536,Jesse,within an hour,t,Highland,Highland,80211,39.76823,-105.01686,Condominium,Entire home/apt,6,1,2,3,,$100.00 ,13,4/22/19,95
29649285,Cameron,within a day,f,Highland,Highland,80211,39.76133,-105.00734,Townhouse,Entire home/apt,4,1.5,1,1,,$150.00 ,6,4/22/19,100
29651193,Nell,within an hour,f,Cheesman Park,Cheesman Park,80218,39.73809,-104.97024,House,Entire home/apt,6,2.5,4,3,,$250.00 ,0,,
29651194,Emily And Kyle,within an hour,t,Gateway / Green Valley Ranch,Gateway - Green Valley Ranch,80249,39.79026,-104.76691,House,Entire home/apt,10,2.5,4,5,,$999.00 ,18,4/19/19,97
29651515,Zeona & Olivia,within an hour,f,Chaffee Park,Chaffee Park,80221,39.78817,-105.01495,House,Entire home/apt,9,1.5,3,6,,$169.00 ,5,4/3/19,92
29651605,Kinga,within an hour,t,City Park West,City Park West,80218,39.74056,-104.97138,Apartment,Entire home/apt,5,1,2,3,,$139.00 ,27,4/12/19,98
29655836,Wayne,within an hour,t,Highland,Highland,80211,39.76211,-105.01175,Apartment,Entire home/apt,6,1,2,2,,$129.00 ,32,4/26/19,99
29658814,Terri,within an hour,t,Harvey Park,Harvey Park,80219,39.67957,-105.05026,House,Entire home/apt,6,1,2,3,,$95.00 ,35,4/22/19,98
29661124,Sarsha,within an hour,t,Berkeley,Berkeley,80211,39.78021,-105.03435,Tiny house,Entire home/apt,2,1,0,1,,$99.00 ,72,4/24/19,100
29671342,Royel,within an hour,f,Congress Park,Congress Park,80206,39.73749,-104.9452,House,Private room,4,1,0,2,,$37.00 ,26,4/9/19,95
29677793,Matt & Collin,within an hour,f,Washington Park West,Washington Park West,80209,39.69769,-104.98296,House,Entire home/apt,6,1,3,3,,$120.00 ,1,3/8/19,100
29680386,Connie,within an hour,f,DIA,DIA,80019,39.80928,-104.76298,House,Private room,2,1,1,1,,$50.00 ,5,4/8/19,100
29681857,Katie,within an hour,f,Cheesman Park,Cheesman Park,80206,39.73408,-104.96332,Condominium,Entire home/apt,4,1,2,2,,$85.00 ,0,,
29682949,Julie,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73373,-104.99585,Condominium,Entire home/apt,6,2,2,2,,$131.00 ,19,4/20/19,100
29684773,Dan,within an hour,t,Sunnyside,Sunnyside,80211,39.77528,-105.0134,Guest suite,Entire home/apt,2,1,1,1,,$79.00 ,24,4/12/19,98
29703717,Robert,within an hour,t,West Colfax,West Colfax,80204,39.74195,-105.05183,Townhouse,Entire home/apt,10,2,3,4,,$225.00 ,4,4/9/19,100
29703955,Richard,within an hour,t,Baker,Baker,80223,39.71817,-104.98812,Apartment,Entire home/apt,2,1,1,1,,$60.00 ,26,4/18/19,98
29705899,Robert,within an hour,t,West Colfax,West Colfax,80204,39.7426,-105.05205,Townhouse,Entire home/apt,10,2.5,3,4,,$225.00 ,2,4/23/19,100
29706294,Robert,within an hour,t,West Colfax,West Colfax,80204,39.74276,-105.05077,Townhouse,Entire home/apt,10,2.5,4,4,,$250.00 ,5,4/21/19,100
29712912,Scott,within an hour,f,Skyland,Skyland,80205,39.76153,-104.9494,House,Entire home/apt,6,2,3,3,,$150.00 ,7,4/12/19,100
29714778,Sergio,within an hour,t,LoDo,Union Station,80202,39.75465,-105.00579,Loft,Entire home/apt,2,1,1,1,,$155.00 ,14,4/22/19,100
29735270,Greg,within an hour,t,Golden Triangle,Civic Center,80204,39.73391,-104.99097,House,Shared room,2,2,1,2,,$30.00 ,3,2/18/19,87
29740342,Chris,within an hour,f,Five Points,Five Points,80205,39.75324,-104.99283,Apartment,Entire home/apt,4,1,1,2,,$120.00 ,4,2/10/19,60
29753792,Emily,N/A,f,Capitol Hill,Capitol Hill,80203,39.72906,-104.97894,Apartment,Entire home/apt,2,1,2,3,,$60.00 ,1,12/10/18,100
29754971,Mark,within a day,f,Washington Park,Washington Park,80210,39.69356,-104.96269,House,Private room,2,1,1,1,,$35.00 ,1,12/3/18,
29755398,Rachel,within an hour,f,Washington Park,Washington Park,80209,39.70774,-104.9693,House,Entire home/apt,8,4.5,4,4,,$500.00 ,4,4/12/19,100
29756292,Tommy,within a few hours,f,Highland,Highland,80211,39.76249,-105.01121,Townhouse,Entire home/apt,6,2.5,2,2,,$199.00 ,0,,
29756432,Kendra,within an hour,t,Skyland,Skyland,80205,39.75446,-104.95715,House,Entire home/apt,6,1,2,2,,$75.00 ,28,4/23/19,96
29756906,Gregg,within an hour,t,Hale,Hale,80220,39.7322,-104.93055,Guest suite,Private room,2,1,1,1,,$59.00 ,21,4/22/19,97
29762898,Jarrod,within an hour,t,Hampden,Hampden,80231,39.66251,-104.90141,Guest suite,Entire home/apt,4,1,1,2,,$70.00 ,25,4/20/19,98
29763225,Lucy,within an hour,t,Berkeley,Berkeley,80212,39.77154,-105.05078,House,Private room,2,1,1,1,,$65.00 ,15,4/25/19,100
29764889,Leah,within an hour,t,Capitol Hill,Capitol Hill,80203,39.7283,-104.98349,Townhouse,Private room,4,1.5,2,2,,$85.00 ,10,4/23/19,100
29772590,Joey,within a day,f,City Park,City Park,80206,39.74139,-104.94202,Bungalow,Private room,3,1,2,2,,$60.00 ,21,4/13/19,97
29773448,Helen,within a few hours,f,Baker,Baker,80223,39.72061,-104.99138,House,Entire home/apt,2,1,1,1,,$125.00 ,5,4/21/19,100
29778923,Amber,within a few hours,t,Washington Park,Washington Park,80209,39.7033,-104.96659,Guest suite,Entire home/apt,4,2,2,3,,$140.00 ,8,2/24/19,98
29799747,Alex,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73733,-104.99722,Townhouse,Private room,2,1,1,1,,$75.00 ,15,3/24/19,96
29806075,Victoria,N/A,t,Cory - Merrill,Cory - Merrill,80210,39.68696,-104.94406,Guest suite,Entire home/apt,4,1,2,2,,$125.00 ,1,12/9/18,100
29825292,Phebe,within an hour,f,North Capitol Hill,North Capitol Hill,80203,39.74176,-104.98347,Apartment,Entire home/apt,3,1,0,2,,$94.00 ,5,4/22/19,95
29829520,Greg,within an hour,t,Golden Triangle,Civic Center,80204,39.73268,-104.98826,House,Shared room,1,2,1,2,,$35.00 ,16,4/16/19,98
29830102,Kimberly & Marke,within an hour,t,West Highland,West Highland,80212,39.76104,-105.03964,Guesthouse,Entire home/apt,6,1,2,3,,$125.00 ,19,4/25/19,100
29830208,Carla,within an hour,t,Highland,Highland,80211,39.76845,-105.00689,Bungalow,Entire home/apt,12,2,4,6,,$190.00 ,2,4/14/19,100
29832312,Robert,within an hour,t,Sloane Lake,Sloan Lake,80211,39.74779,-105.02911,Townhouse,Entire home/apt,8,2.5,3,3,,$225.00 ,8,4/21/19,98
29834101,Jesse,within an hour,t,Highland,Highland,80211,39.76741,-105.0169,Townhouse,Entire home/apt,6,1,2,4,,$95.00 ,20,4/24/19,99
29851315,Lindsay,within an hour,t,Capitol Hill,Capitol Hill,80203,39.72739,-104.98446,Guest suite,Entire home/apt,4,1,2,2,,$61.00 ,39,4/23/19,98
29855042,Lindsey,within an hour,t,Berkeley,Berkeley,80211,39.77293,-105.0339,Guest suite,Entire home/apt,4,1,1,2,,$90.00 ,13,4/21/19,97
29856627,Joe,within an hour,t,Virginia Village,Virginia Village,80246,39.69586,-104.92581,Guest suite,Entire home/apt,4,1,2,2,,$40.00 ,6,4/18/19,100
29858077,Christoph,N/A,f,Capitol Hill,Capitol Hill,,39.73344,-104.97946,Condominium,Entire home/apt,2,1,1,2,,$59.00 ,0,,
29858733,Jessica,within an hour,f,Ruby Hill,Ruby Hill,80219,39.68719,-105.02203,Guest suite,Entire home/apt,6,1,2,3,,$85.00 ,24,4/26/19,93
29860992,Victoria,within an hour,t,DIA,DIA,80249,39.80317,-104.77108,Apartment,Entire home/apt,6,2,2,2,,$100.00 ,64,4/20/19,99
29877371,Hope,within an hour,t,Sloane Lake,Sloan Lake,80211,39.75707,-105.02765,House,Entire home/apt,4,1,2,2,,$90.00 ,13,4/15/19,98
29880130,Tommy,within a few hours,f,LoDo,Union Station,80202,39.75488,-105.00504,Townhouse,Entire home/apt,5,2,2,2,,$189.00 ,0,,
29881875,Nick,within an hour,t,Skyland,Skyland,80205,39.75581,-104.95757,House,Entire home/apt,6,1,1,3,,$69.00 ,37,4/15/19,97
29896787,Sarah,within an hour,f,Whittier,Whittier,80205,39.75919,-104.96417,Townhouse,Entire home/apt,3,1,1,1,,$105.00 ,8,4/15/19,98
29905999,Nate,within an hour,f,Five Points,Five Points,80205,39.75753,-104.98554,Condominium,Entire home/apt,4,1,1,2,,$127.00 ,8,4/21/19,100
29906325,Anastacia,within an hour,t,Whittier,Whittier,80205,39.75818,-104.97191,Guesthouse,Entire home/apt,4,1,0,1,,$100.00 ,5,3/31/19,92
29906744,Greg,within an hour,t,Golden Triangle,Civic Center,80204,39.73526,-104.99072,House,Shared room,2,2,1,2,,$40.00 ,18,3/29/19,97
29908440,Hanna,within an hour,f,Gateway / Green Valley Ranch,Gateway - Green Valley Ranch,80249,39.78423,-104.75002,House,Private room,5,1,2,2,,$60.00 ,7,4/7/19,97
29922325,Carly,N/A,f,LoDo,Union Station,80202,39.75688,-105.00193,Apartment,Entire home/apt,6,2,2,2,,$150.00 ,5,12/26/18,100
29923212,Brooke,within an hour,t,Globeville,Globeville,80216,39.78304,-104.97947,House,Entire home/apt,2,1,1,1,,$65.00 ,40,4/13/19,98
29926839,Mo,within a few hours,f,Cole,Cole,80205,39.76224,-104.96126,House,Entire home/apt,5,1,2,2,,$85.00 ,21,4/17/19,94
29939466,Carol,within an hour,t,Stapleton,Stapleton,80238,39.7539,-104.89756,House,Entire home/apt,5,2,2,3,,$90.00 ,13,4/21/19,98
29940130,Grayson,within an hour,t,Golden Triangle,Civic Center,80204,39.7379,-104.99485,Townhouse,Entire home/apt,16,3.5,3,10,,$199.00 ,21,4/14/19,99
29942515,Erin,N/A,f,Capitol Hill,Capitol Hill,80203,39.73174,-104.97782,Condominium,Entire home/apt,4,2,2,1,,$90.00 ,3,1/28/19,87
29942532,Caty,within a day,f,CBD,CBD,80202,39.74376,-104.99369,Loft,Private room,3,1,1,1,,$200.00 ,5,4/12/19,100
29943487,Joe,within an hour,t,Capitol Hill,Capitol Hill,80218,39.72833,-104.97835,Condominium,Entire home/apt,2,1,0,1,,$66.00 ,0,,
29943880,Amanda,within an hour,t,Speer,Speer,80218,39.71771,-104.97942,Condominium,Entire home/apt,4,1,1,1,,$84.00 ,31,4/16/19,99
29945277,Micki,within an hour,t,Chaffee Park,Chaffee Park,80221,39.78725,-105.02508,Guest suite,Entire home/apt,3,1,0,3,,$56.00 ,23,4/23/19,100
29947191,Kelly,within an hour,f,North Park Hill,North Park Hill,80207,39.76011,-104.93244,House,Entire home/apt,5,1,2,2,,$135.00 ,7,4/19/19,97
29947958,Jason,within an hour,f,Baker,Baker,80223,39.72171,-104.99494,Bungalow,Entire home/apt,4,2,2,2,,$100.00 ,9,4/7/19,100
29967439,Krista,within an hour,f,Speer,Speer,80209,39.71372,-104.98155,Condominium,Entire home/apt,2,1,1,1,,$70.00 ,13,4/21/19,100
29978290,Craig,within a few hours,t,Congress Park,Congress Park,80206,39.72968,-104.94786,Bungalow,Entire home/apt,4,1,3,2,,$148.00 ,2,1/1/19,100
29990831,Jenn,within an hour,t,Stapleton,Stapleton,80238,39.79094,-104.88493,House,Entire home/apt,15,3.5,4,11,,$250.00 ,12,4/13/19,100
29992563,Lily,within an hour,f,Elyria Swansea,Elyria Swansea,80216,39.78147,-104.95704,House,Entire home/apt,6,2,4,4,,$180.00 ,6,4/21/19,100
29994543,Matthew,within an hour,f,Five Points,Five Points,80205,39.75004,-104.97549,House,Entire home/apt,4,1,1,1,,$175.00 ,0,,
29997430,Christi,N/A,t,Five Points,Five Points,80205,39.75757,-104.98419,Condominium,Entire home/apt,2,1,0,2,,$130.00 ,17,4/22/19,100
29998790,Liz,within an hour,f,Cherry Creek,Cherry Creek,80206,39.72226,-104.94673,House,Entire home/apt,11,8,5,6,,$650.00 ,3,3/13/19,100
30007294,Dan,within a few hours,f,Villa Park,Villa Park,80204,39.72899,-105.03336,House,Entire home/apt,4,2,2,2,,$125.00 ,2,2/7/19,100
30011181,Jorge,within an hour,t,Five Points,Five Points,80205,39.75776,-104.9862,Condominium,Entire home/apt,4,1,0,1,,$175.00 ,16,4/22/19,99
30012308,Carina,within an hour,t,Highland,Highland,80211,39.7655,-105.00919,Guest suite,Entire home/apt,5,1,1,5,,$175.00 ,19,4/24/19,95
30012391,Tamara,within an hour,f,Hampden,Hampden,80231,39.67422,-104.87301,Condominium,Entire home/apt,6,1,2,3,,$56.00 ,15,4/9/19,93
30017893,Mireille,within an hour,t,Sunnyside,Sunnyside,80211,39.77009,-105.00747,House,Entire home/apt,4,1,1,2,,$74.00 ,15,4/21/19,97
30018665,John,within an hour,f,Berkeley,Berkeley,80212,39.77313,-105.03779,House,Entire home/apt,6,1,3,3,,$134.00 ,13,4/22/19,88
30034575,Galatea,within an hour,f,Highland,Highland,80211,39.75949,-105.01681,Apartment,Entire home/apt,6,1,1,3,,$148.00 ,4,1/5/19,100
30041198,Hostel Fish,within an hour,t,Five Points,Five Points,80202,39.75383,-104.99261,Hostel,Private room,4,2,1,4,,$160.00 ,2,12/7/18,100
30047498,Mike,within an hour,t,Jefferson Park,Jefferson Park,80211,39.75775,-105.02289,Townhouse,Entire home/apt,4,2.5,1,1,,$42.00 ,8,3/17/19,100
30061733,Donna,within an hour,f,Highland,Highland,80211,39.76692,-105.00802,House,Entire home/apt,6,3.5,2,2,,$225.00 ,1,4/12/19,100
30068089,Andy,within an hour,f,Jefferson Park,Jefferson Park,80211,39.75257,-105.0211,Townhouse,Entire home/apt,6,3,3,3,,$189.00 ,9,4/21/19,100
30070772,Susan,within an hour,f,Sunnyside,Sunnyside,80211,39.77034,-105.00352,Bungalow,Entire home/apt,3,1,1,1,,$97.00 ,2,4/23/19,80
30071949,Alisha,within an hour,t,Virginia Village,Virginia Village,80222,39.67948,-104.92409,Guest suite,Entire home/apt,6,1,2,3,,$83.00 ,40,4/27/19,97
30083039,Doug,within an hour,t,West Colfax,West Colfax,80204,39.73838,-105.04404,Apartment,Entire home/apt,2,1,1,1,,$60.00 ,6,4/4/19,100
30091965,Carol & Jillion,N/A,f,Sloane Lake,Sloan Lake,80211,39.75395,-105.03302,Guest suite,Entire home/apt,4,1,1,2,,$85.00 ,7,1/28/19,100
30092597,Ryan,within an hour,f,Berkeley,Berkeley,80212,39.77996,-105.04399,Townhouse,Entire home/apt,6,2.5,2,2,,$139.00 ,3,4/10/19,100
30105041,Raquel,within an hour,f,Gateway / Green Valley Ranch,Gateway - Green Valley Ranch,80249,39.77923,-104.7346,House,Entire home/apt,9,2.5,3,5,,$160.00 ,2,4/22/19,90
30109062,Todd,within an hour,f,Five Points,Five Points,80216,39.76391,-104.98685,Apartment,Entire home/apt,4,2,2,3,,$275.00 ,15,4/7/19,92
30109318,Joshua,within an hour,t,Capitol Hill,Capitol Hill,80218,39.7361,-104.97805,House,Entire home/apt,6,2.5,3,3,,$325.00 ,11,4/12/19,100
30110319,Diana Rae,within an hour,t,Congress Park,Congress Park,80206,39.73837,-104.95325,Guesthouse,Entire home/apt,3,1,0,2,,$104.00 ,19,4/13/19,99
30122253,Greg,within an hour,t,Golden Triangle,Civic Center,80204,39.73273,-104.99175,House,Private room,3,3,1,3,,$63.00 ,18,4/21/19,96
30124137,Sierra,within an hour,f,Hampden,Hampden,80231,39.67233,-104.87203,Condominium,Shared room,1,2,1,6,,$22.00 ,4,2/10/19,95
30127282,Dana,within a few hours,f,University,University,80210,39.66593,-104.96442,House,Entire home/apt,4,1,2,2,,$150.00 ,2,4/21/19,100
30129412,Milagros (Millie),N/A,f,Northeast Park Hill,Northeast Park Hill,80207,39.76471,-104.93931,Townhouse,Private room,4,2.5,2,2,,$225.00 ,0,,
30131301,Joe,within a day,f,Baker,Baker,80223,39.72027,-104.9974,Loft,Entire home/apt,4,1,2,2,,$150.00 ,0,,
30131417,Alexis,within an hour,t,West Colfax,West Colfax,80204,39.73949,-105.04984,Townhouse,Entire home/apt,4,2.5,2,2,,$115.00 ,5,4/21/19,100
30146880,Abi,within a few hours,f,University,University,80210,39.66979,-104.96936,Bungalow,Private room,2,1,1,1,,$35.00 ,8,4/1/19,100
30148025,LaFonda,within an hour,t,Montclair,Montclair,80220,39.72872,-104.90828,House,Entire home/apt,4,2,2,2,,$88.00 ,10,3/24/19,94
30149336,Sunita,within an hour,f,Skyland,Skyland,80205,39.75452,-104.95618,House,Private room,2,1,1,2,,$39.00 ,15,3/26/19,93
30173198,Richard,within an hour,f,West Colfax,West Colfax,80204,39.74015,-105.0391,Apartment,Entire home/apt,5,1,2,2,,$150.00 ,18,4/24/19,92
30173941,Jeffrey & Sandra,within an hour,f,Montclair,Montclair,80220,39.73712,-104.91716,Guest suite,Entire home/apt,5,1,2,3,,$120.00 ,1,4/22/19,100
30175030,Ross,N/A,f,Hale,Hale,80220,39.73237,-104.9389,Condominium,Entire home/apt,2,1,1,1,,$75.00 ,5,1/1/19,100
30175465,Pat,N/A,f,Stapleton,Stapleton,80238,39.75856,-104.89693,Townhouse,Entire home/apt,8,2.5,3,5,,$145.00 ,2,12/25/18,100
30182753,Taber,within an hour,t,Whittier,Whittier,80205,39.75294,-104.96643,House,Entire home/apt,6,2,3,4,,$109.00 ,5,4/21/19,100
30189186,Alex,within an hour,t,Berkeley,Berkeley,80211,39.77781,-105.02959,House,Entire home/apt,4,1,2,2,,$97.00 ,35,4/22/19,100
30203727,John And Beth,within an hour,f,Baker,Baker,80204,39.72505,-104.99117,House,Entire home/apt,12,3,5,10,,$450.00 ,14,4/15/19,96
30204318,Angela,within an hour,f,LoDo,Union Station,80202,39.75035,-104.99667,Condominium,Entire home/apt,2,1,1,1,,$145.00 ,0,,
30245825,Marc,within an hour,f,Virginia Village,Virginia Village,80222,39.68339,-104.92811,Guest suite,Private room,2,1,1,1,,$50.00 ,1,3/17/19,100
30255388,Atanas,within an hour,t,City Park West,City Park West,80218,39.74105,-104.97119,Loft,Entire home/apt,2,1,0,2,,$95.00 ,49,4/6/19,99
30268991,Simon,within an hour,f,Lincoln Park,Lincoln Park,80204,39.73708,-105.00122,House,Entire home/apt,3,1,1,2,,$97.00 ,13,4/10/19,100
30283715,Johnny,within an hour,f,Berkeley,Berkeley,80212,39.77817,-105.0396,House,Entire home/apt,2,1,2,2,,$89.00 ,7,4/6/19,83
30287649,Brian,within a few hours,t,Lincoln Park,Lincoln Park,80204,39.72865,-104.99737,Condominium,Entire home/apt,2,1,1,1,,$75.00 ,4,3/27/19,100
30288324,Alison And Randall,within a few hours,f,Northeast Park Hill,Northeast Park Hill,80207,39.76322,-104.92452,House,Entire home/apt,4,1,3,4,,$63.00 ,3,2/17/19,100
30312111,Kathy,within an hour,f,City Park West,City Park West,80206,39.74534,-104.96154,Apartment,Entire home/apt,2,1,1,1,,$59.00 ,2,3/15/19,100
30312243,Daniel & Jess,within an hour,t,Sunnyside,Sunnyside,80211,39.77582,-105.01935,Guesthouse,Entire home/apt,4,1,0,2,,$105.00 ,21,4/17/19,100
30325023,Monica,within an hour,f,Washington Virginia Vale,Washington Virginia Vale,80246,39.70798,-104.9247,House,Private room,2,1,1,1,,$59.00 ,9,4/21/19,100
30342326,Carey,within an hour,f,Baker,Baker,80204,39.7244,-104.99371,Guesthouse,Entire home/apt,4,2,1,2,,$85.00 ,4,12/30/18,90
30347892,Ja'von,within an hour,f,LoDo,Union Station,80202,39.75004,-104.99976,Apartment,Entire home/apt,8,2,3,4,,$250.00 ,19,4/7/19,92
30348710,Revolution,within a few hours,f,Five Points,Five Points,80216,39.76571,-104.98463,Apartment,Entire home/apt,4,2,2,3,,$225.00 ,5,4/21/19,92
30349203,Kate,within an hour,t,Highland,Highland,80211,39.76419,-105.0124,House,Entire home/apt,8,2,3,5,,$250.00 ,20,4/25/19,100
30353391,Steve And Kathleen,within a few hours,t,Platt Park,Platt Park,80210,39.68178,-104.97507,Bungalow,Entire home/apt,4,1,2,2,,$134.00 ,15,4/21/19,97
30354413,Matthew,within an hour,t,Highland,Highland,80211,39.75965,-105.01179,Condominium,Entire home/apt,4,1,1,2,,$69.00 ,20,4/24/19,99
30355559,Anna,N/A,f,Washington Virginia Vale,Washington Virginia Vale,80224,39.70105,-104.90712,Apartment,Entire home/apt,6,1,1,1,,$120.00 ,0,,
30367993,Joe And Rachel,within an hour,f,LoDo,Union Station,80202,39.75157,-104.99482,Apartment,Entire home/apt,8,2,2,4,,$999.00 ,13,4/12/19,92
30374123,Lauren,within an hour,t,Highland,Highland,80211,39.76464,-105.01044,House,Entire home/apt,6,2,3,3,,$225.00 ,8,2/1/19,95
30375318,Laurence,within an hour,t,Speer,Speer,80218,39.71635,-104.97487,House,Entire home/apt,8,2,4,4,,$219.00 ,11,4/18/19,100
30375348,Dan And Nicholle,within an hour,f,Virginia Village,Virginia Village,80224,39.68282,-104.9189,House,Entire home/apt,8,2,3,3,,$199.00 ,3,4/14/19,73
30379721,Jamie,N/A,t,Highland,Highland,80211,39.75602,-105.01358,Apartment,Entire home/apt,2,1,1,1,,$95.00 ,12,1/17/19,95
30395033,Darren,within an hour,t,Skyland,Skyland,80205,39.75654,-104.94158,House,Entire home/apt,6,2,3,2,,$129.00 ,18,4/24/19,99
30398235,Revolution,within a few hours,f,North Capitol Hill,North Capitol Hill,80203,39.74629,-104.97838,Apartment,Entire home/apt,4,1,1,1,,$225.00 ,1,12/5/18,100
30399009,Alyssa,within an hour,f,Platt Park,Platt Park,80210,39.69507,-104.98541,Apartment,Entire home/apt,2,1,0,1,,$109.00 ,3,2/25/19,100
30424143,Karlin,within an hour,t,City Park West,City Park West,80206,39.74484,-104.96296,House,Entire home/apt,5,1,3,3,,$99.00 ,43,4/18/19,98
30426760,Gt,within an hour,t,Speer,Speer,80203,39.72682,-104.98188,Condominium,Entire home/apt,4,1,1,1,,$99.00 ,23,4/18/19,96
30441312,Chris,within an hour,f,Washington Park West,Washington Park West,80209,39.7106,-104.98279,Guesthouse,Entire home/apt,5,1,2,2,,$125.00 ,9,4/23/19,98
30445811,Aleksey,N/A,f,Capitol Hill,Capitol Hill,80203,39.72962,-104.98567,Apartment,Entire home/apt,2,1,1,1,,$90.00 ,2,1/1/19,90
30462500,Russell,within an hour,t,Hale,Hale,80220,39.73824,-104.93235,House,Entire home/apt,4,1,1,2,,$400.00 ,14,4/14/19,100
30463025,Ellyce,within an hour,t,Cole,Cole,80205,39.76924,-104.9704,Guest suite,Entire home/apt,2,1,1,1,,$50.00 ,36,4/24/19,100
30466371,Nathan,within a few hours,t,West Highland,West Highland,80214,39.76049,-105.05237,House,Entire home/apt,4,1,2,2,,$115.00 ,2,12/16/18,100
30467786,Tommy,within an hour,t,North Park Hill,South Park Hill,80207,39.7507,-104.92521,Guest suite,Entire home/apt,4,1,1,2,,$65.00 ,28,4/4/19,99
30482812,Anne & Ray,within an hour,t,Speer,Speer,80209,39.71575,-104.98172,House,Entire home/apt,4,1.5,2,2,,$121.00 ,15,4/5/19,100
30498847,Conner,within an hour,f,Speer,Speer,80203,39.71599,-104.98493,Cottage,Entire home/apt,3,1,0,1,,$59.00 ,61,4/23/19,98
30500984,Kyle & Randi,within an hour,f,LoDo,Union Station,80202,39.75027,-104.99627,Condominium,Entire home/apt,4,1,2,2,,$999.00 ,20,4/21/19,90
30508140,Richard,within an hour,f,West Colfax,West Colfax,80204,39.74162,-105.03837,Apartment,Entire home/apt,5,1,2,2,,$150.00 ,6,4/15/19,100
30508451,Anne,within a few hours,t,Speer,Speer,80209,39.71681,-104.98643,Apartment,Entire home/apt,3,1,1,2,,$100.00 ,8,3/26/19,98
