OFFENSE_CATEGORY_ID,GEO_LON,GEO_LAT,NEIGHBORHOOD_ID
auto-theft,-104.8289405,39.7801641,montbello
robbery,-104.9747406,39.7474759,five-points
theft-from-motor-vehicle,-105.0386947,39.7274071,villa-park
drug-alcohol,-104.9827778,39.6930066,platt-park
all-other-crimes,-105.0539007,39.6670472,bear-valley
white-collar-crime,-104.9526903,39.717526,cherry-creek
larceny,-104.9557083,39.717529,cherry-creek
public-disorder,-104.8964215,39.7401575,east-colfax
all-other-crimes,-104.8931888,39.7410139,east-colfax
all-other-crimes,-104.9962218,39.7473585,cbd
other-crimes-against-persons,-104.9903606,39.7400693,civic-center
theft-from-motor-vehicle,-105.0324317,39.6797158,harvey-park
all-other-crimes,-105.0065534,39.7543669,union-station
all-other-crimes,-105.034455,39.7003466,westwood
all-other-crimes,-105.0401319,39.6849815,mar-lee
all-other-crimes,-105.0246762,39.7127025,valverde
public-disorder,-104.8964215,39.7401575,east-colfax
public-disorder,-104.8964215,39.7401575,east-colfax
all-other-crimes,-104.9923292,39.6921203,overland
theft-from-motor-vehicle,-104.9277006,39.7074059,washington-virginia-vale
public-disorder,-104.8964215,39.7401575,east-colfax
theft-from-motor-vehicle,-104.9973121,39.757979,five-points
all-other-crimes,-104.987485,39.7398975,civic-center
public-disorder,-105.0322401,39.6983337,westwood
all-other-crimes,-104.8931888,39.7410139,east-colfax
all-other-crimes,-104.9620602,39.7398609,cheesman-park
drug-alcohol,-104.98,39.7820701,globeville
auto-theft,-104.8904325,39.7107794,lowry-field
auto-theft,-105.0005355,39.7568562,union-station
larceny,-104.9674087,39.7440334,city-park-west
theft-from-motor-vehicle,-105.0174839,39.7537287,jefferson-park
theft-from-motor-vehicle,-104.9826549,39.736195,capitol-hill
all-other-crimes,-104.8969229,39.638429,hampden-south
all-other-crimes,-104.8732345,39.67313,hampden
drug-alcohol,-104.9684633,39.7400108,cheesman-park
auto-theft,-104.9594709,39.7680813,clayton
larceny,-104.7714244,39.8041479,dia
all-other-crimes,-104.9620602,39.7398609,cheesman-park
all-other-crimes,-104.9899358,39.7290451,civic-center
aggravated-assault,-104.9823216,39.7461863,north-capitol-hill
all-other-crimes,-104.897946,39.7696879,stapleton
all-other-crimes,-104.9016186,39.7662092,stapleton
auto-theft,-104.9784159,39.6879744,platt-park
all-other-crimes,-104.9901495,39.7392667,civic-center
drug-alcohol,-105.0136726,39.7114715,valverde
other-crimes-against-persons,-104.8733243,39.6988846,windsor
larceny,-104.9469797,39.7325984,congress-park
auto-theft,-104.7702322,39.8044755,dia
all-other-crimes,-104.8931888,39.7410139,east-colfax
burglary,-104.9405023,39.6772196,university-hills
theft-from-motor-vehicle,-104.7731745,39.8224365,dia
drug-alcohol,-105.0351004,39.7402682,west-colfax
all-other-crimes,-104.9034702,39.7300441,montclair
burglary,-105.0189612,39.6788845,college-view-south-platte
aggravated-assault,-105.0545705,39.6672831,bear-valley
all-other-crimes,-105.0010717,39.7464869,auraria
auto-theft,-104.7967639,39.7742551,gateway-green-valley-ranch
burglary,-105.0562598,39.6523686,fort-logan
aggravated-assault,-105.0256288,39.7510879,sloan-lake
larceny,-104.978009,39.739812,capitol-hill
public-disorder,-104.9016186,39.7662092,stapleton
theft-from-motor-vehicle,-104.9831826,39.7316539,capitol-hill
public-disorder,-104.9273446,39.6974497,washington-virginia-vale
auto-theft,-104.9292452,39.6612699,university-hills
auto-theft,-105.0244581,39.6599147,college-view-south-platte
larceny,-104.9751035,39.7398594,capitol-hill
all-other-crimes,-105.0527545,39.7287571,villa-park
public-disorder,-104.9932651,39.7539481,five-points
other-crimes-against-persons,-105.0253774,39.7172927,barnum
public-disorder,-104.9261858,39.7635561,northeast-park-hill
larceny,-104.7712659,39.7841395,gateway-green-valley-ranch
all-other-crimes,-105.0019527,39.7541307,union-station
aggravated-assault,-104.984901,39.7881641,globeville
auto-theft,-104.7976935,39.78942,gateway-green-valley-ranch
auto-theft,-104.7678055,39.7774937,gateway-green-valley-ranch
auto-theft,-104.8459499,39.7829995,montbello
public-disorder,-104.9935737,39.7397729,civic-center
auto-theft,-104.7734685,39.8198276,dia
public-disorder,-104.8811431,39.7246578,lowry-field
theft-from-motor-vehicle,-104.872373,39.6681618,hampden
all-other-crimes,-105.0545705,39.6672831,bear-valley
public-disorder,-104.8913519,39.7072399,windsor
all-other-crimes,-104.992918,39.7522747,union-station
larceny,-105.0042187,39.7550791,union-station
larceny,-105.055249,39.7844895,regis
larceny,-105.026655,39.7102342,westwood
all-other-crimes,-104.9016186,39.7662092,stapleton
theft-from-motor-vehicle,-104.9315045,39.6963443,virginia-village
theft-from-motor-vehicle,-105.0072812,39.6897708,ruby-hill
drug-alcohol,-104.9035368,39.7828332,northeast-park-hill
theft-from-motor-vehicle,-104.8436345,39.7722637,stapleton
burglary,-104.9283712,39.7459394,south-park-hill
burglary,-105.0054301,39.7325923,lincoln-park
burglary,-105.0126999,39.7839752,chaffee-park
all-other-crimes,-104.9687073,39.7397264,cheesman-park
theft-from-motor-vehicle,-104.9274953,39.6802839,virginia-village
theft-from-motor-vehicle,-104.9446391,39.7102764,belcaro
larceny,-104.9789947,39.7325468,capitol-hill
public-disorder,-104.926984,39.7081107,washington-virginia-vale
drug-alcohol,-105.0273533,39.7369019,west-colfax
drug-alcohol,-104.7720758,39.7746734,gateway-green-valley-ranch
theft-from-motor-vehicle,-105.0344211,39.7381297,west-colfax
sexual-assault,,,stapleton
theft-from-motor-vehicle,-105.0362157,39.7684114,west-highland
sexual-assault,,,five-points
auto-theft,-104.9986945,39.7586465,five-points
theft-from-motor-vehicle,-105.0226389,39.7389061,sun-valley
auto-theft,-104.812956,39.7897846,montbello
larceny,-104.8877276,39.7071058,windsor
burglary,-105.0189487,39.7201079,valverde
larceny,-104.9984545,39.7459569,cbd
larceny,-104.897946,39.7696879,stapleton
larceny,-104.84552,39.7810261,montbello
larceny,-104.9103374,39.7146282,hilltop
public-disorder,-104.91554,39.7664411,northeast-park-hill
all-other-crimes,-104.9076267,39.7060245,washington-virginia-vale
larceny,-104.897946,39.7696879,stapleton
larceny,-104.9951365,39.7128567,baker
larceny,-104.9763373,39.7398732,capitol-hill
other-crimes-against-persons,-104.9932651,39.7539481,five-points
aggravated-assault,-104.9406047,39.7138508,hilltop
aggravated-assault,-104.9837994,39.7594524,five-points
all-other-crimes,-104.9175757,39.7359293,montclair
all-other-crimes,-105.0334255,39.7375932,west-colfax
larceny,-104.9051387,39.7399878,montclair
all-other-crimes,-104.9687073,39.7397264,cheesman-park
burglary,-104.9532152,39.7418489,city-park
theft-from-motor-vehicle,-104.7687757,39.7799897,gateway-green-valley-ranch
burglary,-104.896741,39.739805,east-colfax
larceny,-104.8850263,39.7330623,east-colfax
theft-from-motor-vehicle,-104.9561071,39.7133168,belcaro
theft-from-motor-vehicle,-104.8103664,39.7799112,montbello
all-other-crimes,-104.9340158,39.6876729,virginia-village
burglary,-104.8621094,39.7726425,stapleton
other-crimes-against-persons,-104.9870586,39.7549287,five-points
auto-theft,-104.9895852,39.7542616,five-points
public-disorder,-104.8846802,39.7356328,east-colfax
public-disorder,-104.9832762,39.7368099,capitol-hill
drug-alcohol,-104.9983937,39.7112042,baker
larceny,-104.9512928,39.7162155,cherry-creek
all-other-crimes,-104.8857799,39.6526939,hampden-south
theft-from-motor-vehicle,-104.9090109,39.6931751,washington-virginia-vale
auto-theft,-105.0494498,39.6321533,fort-logan
public-disorder,-104.962092,39.7816081,elyria-swansea
drug-alcohol,-104.987485,39.7398975,civic-center
larceny,-104.8996236,39.7686231,stapleton
theft-from-motor-vehicle,-104.9364323,39.6942898,virginia-village
auto-theft,-104.9753929,39.7387159,capitol-hill
other-crimes-against-persons,-104.9823115,39.7475507,north-capitol-hill
auto-theft,-104.8334041,39.7882028,montbello
public-disorder,-104.99788,39.7566582,union-station
theft-from-motor-vehicle,-104.9333617,39.6956395,virginia-village
other-crimes-against-persons,-104.933318,39.679925,virginia-village
public-disorder,-104.6869543,39.8370515,dia
auto-theft,-105.0521776,39.6548266,harvey-park-south
all-other-crimes,-105.0028098,39.7400923,lincoln-park
larceny,-104.9729782,39.7662071,cole
all-other-crimes,-105.0174219,39.7596362,highland
larceny,-104.9512928,39.7162155,cherry-creek
theft-from-motor-vehicle,-104.9973121,39.757979,five-points
other-crimes-against-persons,-104.8732345,39.67313,hampden
drug-alcohol,-104.942166,39.6793222,university-park
public-disorder,-104.9261858,39.7635561,northeast-park-hill
auto-theft,-104.7731745,39.8224365,dia
all-other-crimes,-104.883559,39.7814757,stapleton
theft-from-motor-vehicle,-104.8986414,39.6401042,hampden-south
robbery,-104.9374267,39.6766338,university-hills
theft-from-motor-vehicle,-105.0415127,39.7417621,west-colfax
auto-theft,-104.9619569,39.7333926,cheesman-park
robbery,-105.0191629,39.7111729,valverde
all-other-crimes,-105.0269473,39.6821674,harvey-park
aggravated-assault,-104.9729765,39.7517589,whittier
auto-theft,-105.023151,39.7775969,sunnyside
public-disorder,-104.9790905,39.7301726,capitol-hill
auto-theft,-105.0019527,39.7541307,union-station
burglary,-105.0100906,39.7515623,auraria
burglary,-104.9669328,39.7631327,cole
larceny,-105.0013634,39.7544768,union-station
all-other-crimes,-104.9916388,39.7452331,cbd
all-other-crimes,-104.8920629,39.7404508,east-colfax
larceny,-104.9916388,39.7452331,cbd
all-other-crimes,-105.0001827,39.7225279,baker
other-crimes-against-persons,-104.6738123,39.8492917,dia
drug-alcohol,-104.9947385,39.7449335,cbd
all-other-crimes,-104.9526986,39.7839037,elyria-swansea
burglary,-104.859137,39.7938444,montbello
sexual-assault,,,west-colfax
larceny,-104.960672,39.7354127,cheesman-park
public-disorder,-104.9728225,39.7306059,cheesman-park
all-other-crimes,-104.9918612,39.7439932,cbd
other-crimes-against-persons,-104.9340289,39.7323199,hale
larceny,-105.0262025,39.7082887,westwood
white-collar-crime,-104.8900993,39.7123095,lowry-field
auto-theft,-105.0239586,39.7671271,highland
drug-alcohol,-104.987485,39.7398975,civic-center
auto-theft,-104.8707197,39.7020086,windsor
other-crimes-against-persons,-105.0266605,39.7852867,regis
larceny,-104.9897577,39.7461941,cbd
theft-from-motor-vehicle,-104.8486294,39.7810653,montbello
all-other-crimes,-105.012719,39.7551284,jefferson-park
theft-from-motor-vehicle,-104.9428414,39.6819719,university-park
larceny,-104.9340289,39.7323199,hale
larceny,-104.9929882,39.709597,baker
burglary,-105.0116333,39.7067439,athmar-park
public-disorder,-105.0369854,39.7326768,villa-park
theft-from-motor-vehicle,-104.9606719,39.7631783,cole
all-other-crimes,-104.9999509,39.7530543,union-station
burglary,-104.9699913,39.7528628,whittier
auto-theft,-105.0029673,39.7680534,highland
other-crimes-against-persons,-104.8811431,39.7246578,lowry-field
larceny,-105.053674,39.6775637,harvey-park
other-crimes-against-persons,-105.0250647,39.6931081,mar-lee
public-disorder,-105.031111,39.7109521,westwood
larceny,-105.0408398,39.7234129,barnum-west
burglary,-104.9795252,39.7784526,globeville
other-crimes-against-persons,-104.9832997,39.7476181,five-points
auto-theft,-104.9172491,39.7088975,washington-virginia-vale
all-other-crimes,-105.0532261,39.7367586,west-colfax
other-crimes-against-persons,-105.0231218,39.7865901,chaffee-park
auto-theft,-104.9812121,39.7774223,globeville
other-crimes-against-persons,-104.97498,39.737347,capitol-hill
aggravated-assault,-104.8732345,39.67313,hampden
all-other-crimes,-105.0023421,39.7548928,union-station
drug-alcohol,-104.9880332,39.7071816,baker
all-other-crimes,-104.8920629,39.7404508,east-colfax
other-crimes-against-persons,-105.0189612,39.6788845,college-view-south-platte
larceny,-104.883559,39.7814757,stapleton
theft-from-motor-vehicle,-104.9040662,39.7004857,washington-virginia-vale
larceny,-104.903897,39.7270951,montclair
burglary,-104.8959391,39.7858444,stapleton
larceny,-104.6738123,39.8492917,dia
public-disorder,-105.0552208,39.6504237,fort-logan
drug-alcohol,-104.9939481,39.7465306,cbd
drug-alcohol,-104.9391677,39.6855069,virginia-village
public-disorder,-104.9333617,39.6956395,virginia-village
public-disorder,-104.8371298,39.7776656,montbello
other-crimes-against-persons,-104.9883656,39.7546983,five-points
auto-theft,-104.8591962,39.7795887,montbello
larceny,-105.0365822,39.7893918,regis
all-other-crimes,-105.0246294,39.7332425,sun-valley
other-crimes-against-persons,-104.9215979,39.677636,goldsmith
aggravated-assault,-105.010046,39.7396148,lincoln-park
all-other-crimes,-104.9935737,39.7397729,civic-center
larceny,-105.0218977,39.6775787,college-view-south-platte
aggravated-assault,-104.9835235,39.7819401,globeville
larceny,-104.8949206,39.7810021,stapleton
all-other-crimes,-104.9837943,39.7234235,speer
all-other-crimes,-104.9977962,39.7350911,lincoln-park
all-other-crimes,-104.9751014,39.7482188,five-points
auto-theft,-104.9274953,39.6802839,virginia-village
larceny,-105.0172969,39.675501,college-view-south-platte
theft-from-motor-vehicle,-104.7664008,39.7828657,gateway-green-valley-ranch
all-other-crimes,-104.8858537,39.7356252,east-colfax
aggravated-assault,-104.9532932,39.765151,clayton
theft-from-motor-vehicle,-104.9191066,39.7447108,south-park-hill
aggravated-assault,-105.0386877,39.726309,villa-park
theft-from-motor-vehicle,-104.9347398,39.6939687,virginia-village
burglary,-104.8619644,39.6584037,kennedy
robbery,-104.9368366,39.7825085,northeast-park-hill
all-other-crimes,-104.9775385,39.7480841,five-points
all-other-crimes,-104.8504883,39.6580306,kennedy
theft-from-motor-vehicle,-104.9676779,39.708096,washington-park
other-crimes-against-persons,-104.9883656,39.7546983,five-points
all-other-crimes,-105.0532471,39.7273342,villa-park
all-other-crimes,-105.0061601,39.7450644,auraria
other-crimes-against-persons,-105.0302026,39.6804591,harvey-park
white-collar-crime,-104.8121915,39.7744945,montbello
public-disorder,-104.749969,39.7951735,gateway-green-valley-ranch
public-disorder,-104.9758191,39.7720974,five-points
other-crimes-against-persons,-104.9872375,39.7499167,five-points
auto-theft,-104.8877276,39.7071058,windsor
larceny,-105.0657875,39.6519457,bear-valley
auto-theft,-104.8457423,39.7770357,montbello
larceny,-104.9401237,39.7411614,south-park-hill
public-disorder,-104.9756626,39.7397411,capitol-hill
auto-theft,-104.8962144,39.7344819,east-colfax
theft-from-motor-vehicle,-104.9477098,39.7771574,elyria-swansea
burglary,-104.9047282,39.6262189,southmoor-park
larceny,-104.9880559,39.7547354,five-points
larceny,-104.966845,39.7648563,cole
burglary,-104.9425567,39.7647877,clayton
theft-from-motor-vehicle,-104.9695502,39.7100894,washington-park
robbery,-104.9933564,39.7462371,cbd
burglary,-105.031613,39.7204171,barnum
theft-from-motor-vehicle,-104.9927919,39.7347924,civic-center
public-disorder,-104.986536,39.7485849,five-points
burglary,-105.006535,39.7539523,union-station
aggravated-assault,-104.8866399,39.7404556,east-colfax
other-crimes-against-persons,-104.9999509,39.7530543,union-station
all-other-crimes,-104.9879392,39.7556271,five-points
other-crimes-against-persons,-105.0248902,39.7146909,valverde
auto-theft,-104.8962144,39.7344819,east-colfax
theft-from-motor-vehicle,-104.9028273,39.7291349,lowry-field
auto-theft,-104.9098919,39.6982831,washington-virginia-vale
drug-alcohol,-104.9684633,39.7400108,cheesman-park
larceny,-104.9636995,39.6845259,university
all-other-crimes,-105.0532068,39.7403521,west-colfax
auto-theft,-104.9985322,39.7495206,union-station
theft-from-motor-vehicle,-104.9602962,39.7643817,cole
theft-from-motor-vehicle,-104.9120026,39.7691495,northeast-park-hill
robbery,-104.9863246,39.732774,capitol-hill
theft-from-motor-vehicle,-104.8231212,39.7847812,montbello
auto-theft,-104.9422322,39.7121318,cherry-creek
all-other-crimes,-104.987485,39.7398975,civic-center
other-crimes-against-persons,-104.9159838,39.7387792,montclair
white-collar-crime,-105.0571678,39.6807148,harvey-park
all-other-crimes,-104.9890933,39.7417219,cbd
auto-theft,-104.9927217,39.747445,cbd
all-other-crimes,-104.8732345,39.67313,hampden
aggravated-assault,-104.8753159,39.6715817,hampden
all-other-crimes,-105.0365822,39.7893918,regis
drug-alcohol,-104.9684633,39.7400108,cheesman-park
drug-alcohol,-104.969612,39.7404717,city-park-west
theft-from-motor-vehicle,-104.872373,39.6681618,hampden
larceny,-104.8950261,39.7836133,stapleton
larceny,-104.8112325,39.7859229,montbello
larceny,-104.9687712,39.7665012,cole
public-disorder,-104.9871274,39.7163442,speer
auto-theft,-105.0389593,39.76017,west-highland
aggravated-assault,-104.988774,39.7518615,five-points
public-disorder,-104.9913077,39.7443148,cbd
aggravated-assault,-104.8179623,39.7814242,montbello
public-disorder,-105.0490173,39.714451,barnum-west
white-collar-crime,-105.0005355,39.7568562,union-station
white-collar-crime,-104.9828001,39.6875709,platt-park
larceny,-105.0348972,39.7859125,regis
public-disorder,-104.8217963,39.7944671,montbello
all-other-crimes,-104.9033973,39.7983897,stapleton
burglary,-104.948119,39.6605529,wellshire
drug-alcohol,-104.985339,39.7585532,five-points
larceny,-104.8156347,39.7836755,montbello
theft-from-motor-vehicle,-104.9643422,39.7008717,washington-park
burglary,-104.9823393,39.7611261,five-points
robbery,-104.9149876,39.6535842,hampden
drug-alcohol,-105.0247379,39.7849248,chaffee-park
all-other-crimes,-104.9845576,39.7666345,five-points
all-other-crimes,-104.8264514,39.7925968,montbello
all-other-crimes,-105.0458461,39.6865191,mar-lee
other-crimes-against-persons,-105.0091419,39.6970618,athmar-park
theft-from-motor-vehicle,-105.0458124,39.7285164,villa-park
auto-theft,-104.7950616,39.774072,gateway-green-valley-ranch
public-disorder,-105.004813,39.7419401,auraria
drug-alcohol,-104.8892702,39.7802042,stapleton
larceny,-105.0497232,39.7412667,west-colfax
burglary,-105.0344183,39.7782048,berkeley
sexual-assault,,,capitol-hill
larceny,-104.9642341,39.7438899,city-park-west
other-crimes-against-persons,-104.9873203,39.7171879,speer
larceny,-105.0218977,39.6775787,college-view-south-platte
burglary,-105.039645,39.7635493,west-highland
larceny,-105.024669,39.6728351,college-view-south-platte
other-crimes-against-persons,-104.9731657,39.6782902,university
drug-alcohol,-105.0250745,39.7373512,sun-valley
public-disorder,-104.9872375,39.7499167,five-points
public-disorder,-104.9904494,39.7410552,cbd
all-other-crimes,-104.9979559,39.7376147,lincoln-park
larceny,-104.9026503,39.7131783,lowry-field
auto-theft,-104.8599153,39.7896731,montbello
public-disorder,-105.0089494,39.740324,lincoln-park
theft-from-motor-vehicle,-104.9705404,39.7654028,cole
drug-alcohol,-105.0247379,39.7849248,chaffee-park
auto-theft,-104.9908793,39.7832377,globeville
other-crimes-against-persons,-104.9924462,39.7432545,cbd
all-other-crimes,-105.0532122,39.7439786,west-colfax
public-disorder,-104.9904494,39.7410552,cbd
white-collar-crime,-104.7720769,39.7779952,gateway-green-valley-ranch
sexual-assault,,,east-colfax
theft-from-motor-vehicle,-104.8755129,39.6705972,hampden
white-collar-crime,-104.900042,39.7696108,stapleton
robbery,-104.8379809,39.7930356,montbello
drug-alcohol,-105.0397043,39.714964,barnum-west
drug-alcohol,-104.9592784,39.7819631,elyria-swansea
public-disorder,-104.9563682,39.7576076,skyland
other-crimes-against-persons,-105.0526422,39.7407837,west-colfax
auto-theft,-104.990785,39.7080529,baker
public-disorder,-104.9997003,39.7348412,lincoln-park
drug-alcohol,-104.9858043,39.7819254,globeville
public-disorder,-105.0521776,39.6548266,harvey-park-south
theft-from-motor-vehicle,-104.8752889,39.6674279,hampden
all-other-crimes,-104.9912342,39.7505133,cbd
aggravated-assault,-104.987901,39.7087459,baker
burglary,-104.7996534,39.7969811,gateway-green-valley-ranch
all-other-crimes,-104.9930275,39.6899023,overland
auto-theft,-105.0701659,39.6642334,bear-valley
larceny,-105.0005968,39.7277869,lincoln-park
all-other-crimes,-105.0005418,39.7395007,lincoln-park
public-disorder,-104.8483159,39.7799627,montbello
larceny,-104.9976149,39.74849,union-station
all-other-crimes,-104.9574435,39.7243646,cherry-creek
all-other-crimes,-104.9589507,39.6773828,university-park
larceny,-104.8079583,39.7841687,gateway-green-valley-ranch
public-disorder,-104.9772023,39.7397452,capitol-hill
auto-theft,-105.0085077,39.6993296,athmar-park
public-disorder,-104.8940319,39.7401534,east-colfax
auto-theft,-104.8936204,39.6536735,hampden
larceny,-105.038004,39.7556256,sloan-lake
public-disorder,-104.9414208,39.7725212,clayton
auto-theft,-105.0151084,39.7629484,highland
theft-from-motor-vehicle,-104.9715416,39.7397035,cheesman-park
public-disorder,-104.8870018,39.74015,east-colfax
theft-from-motor-vehicle,-105.0056471,39.7739422,sunnyside
larceny,-104.9912745,39.7086864,baker
all-other-crimes,-105.0218977,39.6775787,college-view-south-platte
all-other-crimes,-104.6738123,39.8492917,dia
theft-from-motor-vehicle,-104.9922447,39.7479947,cbd
sexual-assault,,,ruby-hill
all-other-crimes,-104.9622405,39.7399935,cheesman-park
drug-alcohol,-104.937374,39.6929546,virginia-village
theft-from-motor-vehicle,-105.0244488,39.7625061,highland
larceny,-104.8824829,39.6520095,hampden-south
burglary,-104.9869622,39.7428327,north-capitol-hill
auto-theft,-104.9454737,39.6793296,university-park
auto-theft,-104.9028065,39.77167,stapleton
all-other-crimes,-104.8203469,39.7865002,montbello
all-other-crimes,-104.6738123,39.8492917,dia
larceny,-104.9512928,39.7162155,cherry-creek
auto-theft,-104.9922447,39.7479947,cbd
all-other-crimes,-104.9489884,39.7176872,cherry-creek
larceny,-105.0033386,39.7447615,auraria
all-other-crimes,-104.9812043,39.7818503,globeville
drug-alcohol,-105.0247379,39.7849248,chaffee-park
all-other-crimes,-104.9912342,39.7505133,cbd
all-other-crimes,-105.0153483,39.730808,lincoln-park
auto-theft,-104.9740265,39.7331562,capitol-hill
drug-alcohol,-104.892916,39.6595532,hampden
theft-from-motor-vehicle,-105.0045637,39.7042436,athmar-park
auto-theft,-105.0505592,39.7406632,west-colfax
auto-theft,-104.9079463,39.6251781,southmoor-park
all-other-crimes,-104.9935737,39.7397729,civic-center
other-crimes-against-persons,-104.9928532,39.759747,five-points
all-other-crimes,-105.0033666,39.7433204,auraria
sexual-assault,,,montbello
all-other-crimes,-104.8158853,39.7809702,montbello
other-crimes-against-persons,-104.749969,39.7951735,gateway-green-valley-ranch
all-other-crimes,-104.997668,39.7534838,union-station
larceny,-104.98709,39.6913206,platt-park
all-other-crimes,-104.9787436,39.7400156,capitol-hill
public-disorder,-104.9113222,39.6345404,southmoor-park
all-other-crimes,-104.9786238,39.7398751,capitol-hill
burglary,-105.0287792,39.7617713,west-highland
burglary,-104.9497382,39.7209027,cherry-creek
larceny,-105.0702794,39.6625125,bear-valley
arson,-104.9984026,39.72288,baker
white-collar-crime,-104.8862484,39.6628844,hampden
aggravated-assault,-104.9880559,39.7547354,five-points
drug-alcohol,-105.0250745,39.7373512,sun-valley
aggravated-assault,-104.9274953,39.6802839,virginia-village
auto-theft,-104.764038,39.7761004,gateway-green-valley-ranch
auto-theft,-104.8917267,39.7701885,stapleton
auto-theft,-104.8581582,39.7907534,montbello
all-other-crimes,-104.9811047,39.7400261,capitol-hill
public-disorder,-104.996792,39.7610734,five-points
drug-alcohol,-104.9495812,39.7911997,elyria-swansea
other-crimes-against-persons,-104.9025784,39.7579399,stapleton
theft-from-motor-vehicle,-104.9957585,39.7598556,five-points
all-other-crimes,-104.9759514,39.7910373,globeville
public-disorder,-104.9158883,39.6789447,virginia-village
white-collar-crime,-104.9968139,39.750087,union-station
all-other-crimes,-104.977509,39.7835415,globeville
all-other-crimes,-104.9923126,39.737154,civic-center
all-other-crimes,-104.9923126,39.737154,civic-center
all-other-crimes,-104.9102187,39.7579317,north-park-hill
larceny,-104.8996236,39.7686231,stapleton
public-disorder,-104.9772355,39.7629703,five-points
drug-alcohol,-104.9410185,39.6895787,cory-merrill
all-other-crimes,-104.9883004,39.741702,cbd
auto-theft,-105.0225896,39.7351696,sun-valley
all-other-crimes,-104.9726607,39.752603,whittier
public-disorder,-104.9857296,39.7358488,capitol-hill
larceny,-104.9873935,39.7368499,capitol-hill
burglary,-105.0137633,39.7071096,athmar-park
theft-from-motor-vehicle,-105.0517462,39.6383886,fort-logan
public-disorder,-104.8927758,39.7394277,east-colfax
larceny,-105.0544465,39.6795515,harvey-park
burglary,-104.981222,39.7419565,north-capitol-hill
all-other-crimes,-105.0434235,39.7082607,westwood
larceny,-104.9852481,39.7326567,capitol-hill
larceny,-104.9975926,39.6915307,ruby-hill
public-disorder,-105.0544465,39.6795515,harvey-park
theft-from-motor-vehicle,-104.9569114,39.7912585,elyria-swansea
public-disorder,-104.841717,39.7885406,montbello
all-other-crimes,-104.9930872,39.7170509,baker
all-other-crimes,-104.6738123,39.8492917,dia
larceny,-105.0161053,39.7607509,highland
public-disorder,-104.8093685,39.7840562,gateway-green-valley-ranch
all-other-crimes,-104.9923126,39.737154,civic-center
larceny,-105.0247978,39.6863481,ruby-hill
larceny,-105.035689,39.7437433,west-colfax
all-other-crimes,-104.9845799,39.7398903,capitol-hill
other-crimes-against-persons,-104.9917451,39.7330281,civic-center
all-other-crimes,-104.8096053,39.7983027,gateway-green-valley-ranch
theft-from-motor-vehicle,-104.951153,39.7749828,elyria-swansea
aggravated-assault,-104.949836,39.7410645,city-park
all-other-crimes,-105.0676295,39.6625385,bear-valley
public-disorder,-104.9917451,39.7330281,civic-center
all-other-crimes,-104.8470359,39.7710857,stapleton
larceny,-104.9663437,39.7176189,country-club
drug-alcohol,-105.0246112,39.6782267,college-view-south-platte
drug-alcohol,-105.0250745,39.7373512,sun-valley
public-disorder,-104.7702322,39.8044755,dia
public-disorder,-104.9033973,39.7983897,stapleton
larceny,-105.0022825,39.7462505,auraria
larceny,-104.8892702,39.7802042,stapleton
theft-from-motor-vehicle,-105.0877217,39.6367963,marston
larceny,-105.0528024,39.6911167,mar-lee
all-other-crimes,-104.9819645,39.7386764,capitol-hill
all-other-crimes,-104.9925221,39.7435816,cbd
burglary,-104.8619644,39.6584037,kennedy
all-other-crimes,-104.9530835,39.7696907,clayton
burglary,-104.9172655,39.7612749,north-park-hill
aggravated-assault,-104.9883656,39.7546983,five-points
public-disorder,-104.9895631,39.7802672,globeville
all-other-crimes,-104.9923126,39.737154,civic-center
larceny,-105.0039384,39.7429165,auraria
auto-theft,-104.9791712,39.7480337,five-points
drug-alcohol,-104.9929194,39.7668273,globeville
all-other-crimes,-105.0203375,39.7130088,valverde
all-other-crimes,-104.9646292,39.763869,cole
burglary,-104.9579372,39.721207,cherry-creek
all-other-crimes,-104.9912342,39.7505133,cbd
public-disorder,-104.8913742,39.6378732,hampden-south
drug-alcohol,-104.9726583,39.7340038,cheesman-park
all-other-crimes,-105.0246112,39.6782267,college-view-south-platte
aggravated-assault,-105.0454218,39.6724779,harvey-park
all-other-crimes,-104.9696901,39.7400246,cheesman-park
all-other-crimes,-105.029862,39.7403298,west-colfax
theft-from-motor-vehicle,-104.7705678,39.7804401,gateway-green-valley-ranch
other-crimes-against-persons,-104.9889518,39.7074492,baker
aggravated-assault,-104.9899051,39.7415717,cbd
all-other-crimes,-104.987485,39.7398975,civic-center
larceny,-104.9924171,39.7084607,baker
larceny,-104.9936913,39.7417116,cbd
auto-theft,-105.0213338,39.7159915,valverde
theft-from-motor-vehicle,-105.0407618,39.7364169,west-colfax
aggravated-assault,-104.9798149,39.7408439,north-capitol-hill
all-other-crimes,-104.821383,39.7871678,montbello
all-other-crimes,-104.9316173,39.6784618,goldsmith
theft-from-motor-vehicle,-104.9870586,39.7549287,five-points
drug-alcohol,-104.9911792,39.7840736,globeville
larceny,-105.010404,39.7469159,auraria
theft-from-motor-vehicle,-104.8707133,39.6555572,hampden
public-disorder,-104.986804,39.70954,washington-park-west
drug-alcohol,-104.987213,39.7090147,washington-park-west
larceny,-104.6738123,39.8492917,dia
theft-from-motor-vehicle,-104.9767568,39.7694414,five-points
larceny,-105.0013634,39.7544768,union-station
larceny,-105.0668179,39.6541815,bear-valley
